INPUT_TABLE
Variable ID
LN3_UnmgdCarbon

region,LandAllocatorRoot,LandNode1,LandNode2,LandNode3,UnmanagedLandLeaf3,hist.veg.carbon.density,hist.soil.carbon.density,veg.carbon.density,soil.carbon.density,mature.age,min.veg.carbon.density,min.soil.carbon.density,Land_Type,AEZ,Cdensity_LT
Former Soviet Union,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,GrassShrubLandAEZ18,ShrublandAEZ18,0,0,0,0,0,0,0,Shrubland,AEZ18,Shrubland
China,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,GrassShrubLandAEZ18,ShrublandAEZ18,0,0,0,0,0,0,0,Shrubland,AEZ18,Shrubland
Middle East,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,GrassShrubLandAEZ18,ShrublandAEZ18,0,0,0,0,0,0,0,Shrubland,AEZ18,Shrubland
Africa,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,GrassShrubLandAEZ18,ShrublandAEZ18,0,0,0,0,0,0,0,Shrubland,AEZ18,Shrubland
Latin America,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,GrassShrubLandAEZ18,ShrublandAEZ18,0,0,0,0,0,0,0,Shrubland,AEZ18,Shrubland
Southeast Asia,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,GrassShrubLandAEZ18,ShrublandAEZ18,0,0,0,0,0,0,0,Shrubland,AEZ18,Shrubland
Eastern Europe,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,GrassShrubLandAEZ18,ShrublandAEZ18,0,0,0,0,0,0,0,Shrubland,AEZ18,Shrubland
Korea,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,GrassShrubLandAEZ18,ShrublandAEZ18,0,0,0,0,0,0,0,Shrubland,AEZ18,Shrubland
India,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,GrassShrubLandAEZ18,ShrublandAEZ18,0,0,0,0,0,0,0,Shrubland,AEZ18,Shrubland
USA,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,AllForestLandAEZ18,UnmanagedForestAEZ18,0,0,0,0,0,0,0,UnmanagedForest,AEZ18,Forest
Canada,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,AllForestLandAEZ18,UnmanagedForestAEZ18,0,0,0,0,0,0,0,UnmanagedForest,AEZ18,Forest
Western Europe,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,AllForestLandAEZ18,UnmanagedForestAEZ18,0,0,0,0,0,0,0,UnmanagedForest,AEZ18,Forest
Japan,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,AllForestLandAEZ18,UnmanagedForestAEZ18,0,0,0,0,0,0,0,UnmanagedForest,AEZ18,Forest
Australia_NZ,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,AllForestLandAEZ18,UnmanagedForestAEZ18,0,0,0,0,0,0,0,UnmanagedForest,AEZ18,Forest
Former Soviet Union,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,AllForestLandAEZ18,UnmanagedForestAEZ18,0,0,0,0,0,0,0,UnmanagedForest,AEZ18,Forest
China,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,AllForestLandAEZ18,UnmanagedForestAEZ18,0,0,0,0,0,0,0,UnmanagedForest,AEZ18,Forest
Middle East,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,AllForestLandAEZ18,UnmanagedForestAEZ18,0,0,0,0,0,0,0,UnmanagedForest,AEZ18,Forest
Africa,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,AllForestLandAEZ18,UnmanagedForestAEZ18,0,0,0,0,0,0,0,UnmanagedForest,AEZ18,Forest
Latin America,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,AllForestLandAEZ18,UnmanagedForestAEZ18,5,20.6,5,20.6,50,0,0,UnmanagedForest,AEZ18,Forest
Southeast Asia,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,AllForestLandAEZ18,UnmanagedForestAEZ18,0,0,0,0,0,0,0,UnmanagedForest,AEZ18,Forest
Eastern Europe,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,AllForestLandAEZ18,UnmanagedForestAEZ18,0,0,0,0,0,0,0,UnmanagedForest,AEZ18,Forest
Korea,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,AllForestLandAEZ18,UnmanagedForestAEZ18,0,0,0,0,0,0,0,UnmanagedForest,AEZ18,Forest
India,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,AllForestLandAEZ18,UnmanagedForestAEZ18,0,0,0,0,0,0,0,UnmanagedForest,AEZ18,Forest
