PUBID8   ,REGION8  ,CENDIV8  ,SQFT8    ,SQFTC8   ,YRCONC8  ,PBA8     ,ELUSED8  ,NGUSED8  ,FKUSED8  ,PRUSED8  ,STUSED8  ,HWUSED8  ,ADJWT8   ,STRATUM8 ,PAIR8    ,FKHTBTU8 ,FKCLBTU8 ,FKWTBTU8 ,FKCKBTU8 ,FKMSBTU8 ,DHHTBTU8 ,DHCLBTU8 ,DHWTBTU8 ,DHCKBTU8 ,DHMSBTU8                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
5652,3,7,98000,6,7,7,1,1,1,2,2,2,228.05,35,1,0,0,0,0,43965,                  ,                  ,                  ,                  ,                  
5653,2,3,43000,5,3,14,1,1,2,2,2,2,402.35,13,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5656,3,7,10000,3,8,13,1,1,2,2,2,2,807.37,34,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5657,2,4,2700,2,5,2,1,2,2,2,2,2,2724.37,19,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5659,3,5,5900,3,3,12,1,2,1,2,2,2,2314.83,25,1,27738,0,0,0,0,                  ,                  ,                  ,                  ,                  
5660,1,1,27000,5,5,13,1,2,1,1,2,2,757.23,1,2,1701311,0,939,0,33144,                  ,                  ,                  ,                  ,                  
5661,4,8,9800,3,6,26,1,1,2,2,2,2,2463.5,37,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5662,3,5,6000,3,4,25,1,2,2,2,2,2,2544.74,52,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5663,1,1,18000,4,2,26,1,2,1,2,2,2,869.22,53,2,624105,0,0,0,0,                  ,                  ,                  ,                  ,                  
5664,2,3,600000,9,4,24,1,1,2, ,2,2,42.03,15,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5665,3,5,1200,2,8,2,1,2,2,2,2,2,807.37,52,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5667,2,3,5000,2,2,1,1,1,2,2,2,2,2459.66,13,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5668,1,1,28500,5,1,2,1,2,1,2,2,2,221.72,3,2,1225742,0,0,0,0,                  ,                  ,                  ,                  ,                  
5669,4,8,79000,6,8,23,1,1,2, ,2,2,89.29,65,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5670,1,2,1650,2,4,25,1,2,2,2,2,2,2739.65,8,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5671,2,3,89000,6,1,14,1,1,2,2,2,2,116.76,11,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5672,3,5,12500,4,3,18,1,2,2,2,2,2,1769.43,25,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5673,2,3,6800,3,4,2,1,1,2,2,2,2,2141.61,13,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5674,1,1,45000,5,6,2,1,1,2,2,2,2,221.72,3,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5675,3,7,2000,2,2,6,1,2,2,2,2,2,2544.74,35,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5676,3,5,7500,3,5,1,1,2,2,2,2,2,2314.83,25,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5677,4,9,3600,2,1,13,1,1,2,2,2,2,2996.93,41,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
5678,4,8,215000,8,7,14,1,1,2,2,2,2,135.43,38,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
